10	5.329
11	4.058573429726172
12	3.165186073398957
13	2.5180981036700274
14	2.0375608057088024
15	1.673
16	1.4216030533989383
17	1.2199706417679301
18	1.0561326834905003
19	0.9214562847060325
20	0.8096
21	0.7381329443745557
22	0.6758746462418468
23	0.6212967957921397
24	0.5731767913555539
25	0.5305269937410446
26	0.4925424044618959
27	0.4585614743620375
28	0.42803640239791246
29	0.40051038271670425
30	0.3756
31	0.36147031466566515
32	0.3482959672209922
33	0.3359854444265934
34	0.32445842665212915
35	0.31364413872601266
36	0.30347998271677873
37	0.29391039814667075
38	0.2848859068272954
39	0.27636230845445237
40	0.2683
41	0.2633699989691441
42	0.258646157993088
43	0.25411524842054084
44	0.2497651726234456
45	0.24558484424560958
46	0.241564083464728
47	0.23769352510538364
48	0.2339645377907311
49	0.23036915260800714
50	0.22690000000000002
51	0.2245191395139089
52	0.22220877329371536
53	0.21996551758459693
54	0.21778621097294418
55	0.2156678959831438
56	0.2136078025003353
57	0.21160333280898727
58	0.2096520480645468
59	0.207751656038842
60	0.2059
61	0.2045547278642751
62	0.2032399076184318
63	0.20195437522145304
64	0.20069702870574094
65	0.1994668239586345
66	0.19826277085046795
67	0.19708392967593188
68	0.19592940787913238
69	0.19479835703593068
70	0.19368997006994848
71	0.19260347868109712
72	0.19153815096766813
73	0.1904932892249529
74	0.18946822790506884
75	0.18846233172418686
76	0.1874749939047026
77	0.18650563454109856
78	0.1855536990793114
79	0.18461865690037937
80	0.1837
81	0.18295093053800845
82	0.18221405086998968
83	0.18148901756130734
84	0.18077550084270638
85	0.18007318391156826
86	0.17938176227663508
87	0.1787009431430271
88	0.17803044483464694
89	0.1773699962512988
90	0.17671933635807388
91	0.17607821370474963
92	0.1754463859731294
93	0.17482361955041484
94	0.17420968912685197
95	0.17360437731602724
96	0.17300747429631616
97	0.17241877747209847
98	0.17183809115345974
99	0.1712652262531927
100	0.17070000000000002
101	0.17017322404287993
102	0.16965323976940733
103	0.16913989430615015
104	0.16863303966237206
105	0.16813253252891452
106	0.16763823408718828
107	0.16715000982767628
108	0.16666772937738952
109	0.1661912663357571
110	0.1657204981184635
111	0.16525530580878164
112	0.16479557401597641
113	0.1643411907403836
114	0.16389204724479367
115	0.1634480379317919
116	0.16300906022673234
117	0.16257501446603792
118	0.16214580379054397
119	0.1617213340436142
120	0.1613015136737795
121	0.16088625364166173
122	0.16047546733096105
123	0.16006907046329683
124	0.15966698101670637
125	0.15926911914761602
126	0.15887540711610942
127	0.15848576921432986
128	0.15810013169786144
129	0.15771842271994202
130	0.1573405722683714
131	0.15696651210498389
132	0.1565961757075623
133	0.15622949821407753
134	0.1558664163691434
135	0.1555068684725839
136	0.15515079433001336
137	0.15479813520533756
138	0.15444883377508706
139	0.15410283408449993
140	0.1537600815052743
